"issue";"date";"outlet";"language";"origin";"reported by";"keywords";"source";"title";"summary";"disproof"
"69";"04.05.2017";"RT";"Russian";"Russia, Ukraine";"Polygraph.info";"ICJ, Crimean Tatars, Crimea";"http://bit.ly/2qjqi51";"The International Court of Justice has taken a principled stand and did not support the numerous and well-known statements of the Ukrainian side about the alleged so-called ""aggression"" and ""occupation"" of Crimea, viewing them as being unrelated to the essence of the proceedings. Contrary to the claims of the Ukrainian side, there is not a word in the text of the court’s decision about ‘repression’, ‘persecution’ and the like by Russia in relation to the Crimean Tatars and Ukrainians living in Crimea, or about the requirement ‘to lift the ban of the Mejlis of the Crimean Tatar people.";"The International Court of Justice has taken a principled stand and did not support the numerous and well-known statements of the Ukrainian side about the alleged so-called ""aggression"" and ""occupation"" of Crimea, viewing them as being unrelated to the essence of the proceedings. Contrary to the claims of the Ukrainian side, there is not a word in the text of the court’s decision about ‘repression’, ‘persecution’ and the like by Russia in relation to the Crimean Tatars and Ukrainians living in Crimea, or about the requirement ‘to lift the ban of the Mejlis of the Crimean Tatar people.";"Actually, the International Court of Justice's preliminary ruling confirmed two things: first, that the ICJ has jurisdiction to hear Ukraine's case against Russia; secondly, that there is sufficient evidence to allow Ukraine's case to continue. http://bit.ly/2onpmZC"
"69";"04.05.2017";"Lenta.ru";"Russian";"Ukraine";"Stopfake.org";"Crimea";"http://bit.ly/2r9y6qZ";"Crimea is experiencing a tourist rush from Ukraine, during just three days nearly 20 000 tourists from Ukraine arrived in the peninsula.";"Crimea is experiencing a tourist rush from Ukraine, during just three days nearly 20 000 tourists from Ukraine arrived in the peninsula.";"According to the Ukrainian Border Service the number of Ukrainians visiting Crimea is actually smaller. http://bit.ly/2qJYqYQ. Since Russia annexed Crimea in 2014, its pro-Kremlin outlets have publish fake claims about record numbers of Ukrainians vacationing on the peninsula."
"68";"04.05.2017";"Ukraina.ru";"Russian";"Russia";"Stopfake.org";"Vladimir Putin, Sanctions, Angela Merkel";"http://bit.ly/2pbusN8";"After meeting with Russian President Vladimir Putin in Sochi on May 2, German Chancellor Angela Merkel is advocating ending Russia sanctions.";"After meeting with Russian President Vladimir Putin in Sochi on May 2, German Chancellor Angela Merkel is advocating ending Russia sanctions.";"What Angela Merkel actually said was that sanctions against Russia can be lifted only when the reasons for which they were imposed, such as the annexation of Crimea, are eliminated. “It is my urgent request to the Russian president to do everything possible to ensure the implementation of the Minsk agreement,” Merkel said.http://bit.ly/2qg3DHP"
"72";"04.05.2017";"unz.com";"English";"Russia, US";"Kremlin Watch (European Values think-tank), http://www.europeanvalues.net/kremlinwatch/";"Anti-Russian";"http://bit.ly/2steIWL";"Leading American scientists confirm in the Bulletin of the Atomic Scientists that the current goal of the US is to conquer Russia.";"Leading American scientists confirm in the Bulletin of the Atomic Scientists that the current goal of the US is to conquer Russia.";"The study is a comparison of US and Russian nuclear capabilities. American scientists do not say that U.S. are planning to attack Russia, they only say that from a technical point of view, the US are capable to destroy the entire fleet of Russian land-based missiles: http://bit.ly/2mQ1EUA"
"68";"04.05.2017";"Sputnik CZE";"Czech";"Syria";"Kremlin Watch (European Values think-tank), http://www.europeanvalues.net/kremlinwatch/";"Al Jazeera, Chemical weapons/attack, Syrian War";"http://bit.ly/2pVzaOd";"Al Jazeera has filmed staged chemical attacks in Syria. Someone from a certain European country has ordered this.";"Al Jazeera has filmed staged chemical attacks in Syria. Someone from a certain European country has ordered this.";"Czech translation of the Sputnik disinformation mentioned above."
"68";"04.05.2017";"svobodnenoviny.eu";"Czech";"EU";"Kremlin Watch (European Values think-tank), http://www.europeanvalues.net/kremlinwatch/";"Mainstream media, Conspiracy";"http://bit.ly/2qgXRpt";"The EU Member States have secret electro-magnetic weapons that can be used on the European population. Mainstream media are silent about this, which means the Member States are bound to conceal this information.";"The EU Member States have secret electro-magnetic weapons that can be used on the European population. Mainstream media are silent about this, which means the Member States are bound to conceal this information.";"Groundless conspiracy theory."
"69";"04.05.2017";"RT";"Russian";"Russia, Ukraine";"Polygraph.info";"ICJ, Crimean Tatars, Crimea";"http://bit.ly/2qjqi51";"The International Court of Justice has taken a principled stand and did not support the numerous and well-known statements of the Ukrainian side about the alleged so-called ""aggression"" and ""occupation"" of Crimea, viewing them as being unrelated to the essence of the proceedings. Contrary to the claims of the Ukrainian side, there is not a word in the text of the court’s decision about ‘repression’, ‘persecution’ and the like by Russia in relation to the Crimean Tatars and Ukrainians living in Crimea, or about the requirement ‘to lift the ban of the Mejlis of the Crimean Tatar people.";"The International Court of Justice has taken a principled stand and did not support the numerous and well-known statements of the Ukrainian side about the alleged so-called ""aggression"" and ""occupation"" of Crimea, viewing them as being unrelated to the essence of the proceedings. Contrary to the claims of the Ukrainian side, there is not a word in the text of the court’s decision about ‘repression’, ‘persecution’ and the like by Russia in relation to the Crimean Tatars and Ukrainians living in Crimea, or about the requirement ‘to lift the ban of the Mejlis of the Crimean Tatar people.";"Actually, the International Court of Justice's preliminary ruling confirmed two things: first, that the ICJ has jurisdiction to hear Ukraine's case against Russia; secondly, that there is sufficient evidence to allow Ukraine's case to continue. http://bit.ly/2onpmZC"
"69";"04.05.2017";"Lenta.ru";"Russian";"Ukraine";"Stopfake.org";"Crimea";"http://bit.ly/2r9y6qZ";"Crimea is experiencing a tourist rush from Ukraine, during just three days nearly 20 000 tourists from Ukraine arrived in the peninsula.";"Crimea is experiencing a tourist rush from Ukraine, during just three days nearly 20 000 tourists from Ukraine arrived in the peninsula.";"According to the Ukrainian Border Service the number of Ukrainians visiting Crimea is actually smaller. http://bit.ly/2qJYqYQ. Since Russia annexed Crimea in 2014, its pro-Kremlin outlets have publish fake claims about record numbers of Ukrainians vacationing on the peninsula."
"68";"03.05.2017";"isstras.eu";"Czech";"Russia, The West";"Prague Security Studies Institute (PSSI) within the framework of the Centre for International Relations´ project co-financed by the Visegrad Fund";"Operation Barbarossa, NATO, Vladimir Putin, The West, Angela Merkel";"http://bit.ly/2pW8QUd";"NATO prepared the plan Barbarossa 2 according to which Russia should be conquered and occupied by Western countries. Angela Merkel has signed it, too, and Vladimir Putin confronted her with her signature during their last encounter in Sochi.";"NATO prepared the plan Barbarossa 2 according to which Russia should be conquered and occupied by Western countries. Angela Merkel has signed it, too, and Vladimir Putin confronted her with her signature during their last encounter in Sochi.";"No evidence given. Pro-Kremlin outlets often invent alleged Western plans to invade Russia."
"68";"03.05.2017";"mid.ru";"Russian";"Russia, Ukraine";"Polygraph.info";"Democracy, Human rights, Sanctions, Crimea";"http://bit.ly/2qGb5YG";"The sanctions imposed on Russia were a response to Russia conducting an independent foreign policy, as well as a kind of punishment for the people of Crimea fulfilling their legitimate right to self-determination and right to freedom of expression enshrined in the foundational international documents on human rights.";"The sanctions imposed on Russia were a response to Russia conducting an independent foreign policy, as well as a kind of punishment for the people of Crimea fulfilling their legitimate right to self-determination and right to freedom of expression enshrined in the foundational international documents on human rights.";"The sanctions were imposed on Russia because of the annexation of Crimea: http://bit.ly/2q7gA6P // The Ukrainian Constitution reads ""The issues of change of territory of Ukraine can only be decided by an all-Ukrainian referendum"" (Article 73); ""The Autonomous Republic of Crimea is an indivisible part of Ukraine and decides on its policies within the limits determined by the Constitution of Ukraine."" (Article 134). http://bit.ly/2eNoUP4. Any decision relating to Ukraine's sovereignty or sovereign choices can only be taken without undue external pressure. This so-called referendum was organised in a matter of weeks by a self-proclaimed Crimean leadership lacking democratic legitimacy and installed by armed Russian military personnel following the seizure of public buildings. The EU does not recognise it."
"68";"03.05.2017";"protiproud.parlamentnilisty.cz";"Czech";"US";"Kremlin Watch (European Values think-tank), http://www.europeanvalues.net/kremlinwatch/";"Frontex, Islamisation, Barack Obama, Migration crisis, Daesh";"http://bit.ly/2pXii7N";"Barack Obama has founded ISIS. // The European refugee crisis was an invasion during which Frontex (European Border and Coast Guard Agency) helped the migrants by organizing a shuttle transport.";"Barack Obama has founded ISIS. // The European refugee crisis was an invasion during which Frontex (European Border and Coast Guard Agency) helped the migrants by organizing a shuttle transport.";"Repeating a disinformation that has already been debunked: http://bit.ly/2aW2L2H // Frontex conducts only search and rescue operations near European borders: http://bit.ly/1hxzgne"
"68";"03.05.2017";"aeronet.cz";"Czech";"Czech Republic";"Kremlin Watch (European Values think-tank), http://www.europeanvalues.net/kremlinwatch/";"Jews, George Soros";"http://bit.ly/2pVCpFh";"Barclays, as a leading globalist bank, wants to lead the Czech Republic into the ""New Europe"" governed by ""world Jewery"" through links between Deputy Prime Minister Andrej Babiš and George Soros.";"Barclays, as a leading globalist bank, wants to lead the Czech Republic into the ""New Europe"" governed by ""world Jewery"" through links between Deputy Prime Minister Andrej Babiš and George Soros.";"Groundless conspiracy theories with no supporting evidence. Pro-Kremlin disinformation often targets George Soros: http://bit.ly/2p0xjU2"
